"Subject","Start Date","Start Time","End Date","End Time","All day event","Location","Description"
"House singing practices","2013-10-16","12:10:00 PM","","12:10:00 PM","False","",""
"SUS (School Uniform Scheme)","2013-10-16","12:15:00 PM","","1:15:00 PM","False","",""
"House singing competition, Amey Theatre","2013-10-16","3:30:00 PM","","3:30:00 PM","False","","Adjudicator: Stephen Clarke OA, Precentor, Radley College"
"Abingdon Naturalists' Society: ""Bulgaria's 214 species of butterfly"", Ingham Room","2013-10-16","7:00:00 PM","","7:00:00 PM","False","",""
"WEEK A","2013-10-17","","","","True","",""
"Duty Masters: Mr Colborn and Mr Lomax","2013-10-17","","","","True","",""
"Joint Upper and Lower Sixth Business Studies trip, EntrepreneurLIVE!, Birmingham VUE Cinema, Star City","2013-10-17","","","","True","",""
"L6 Theatre Studies Deadline for handing in 1st Draft of “R & J” Live Theatre Review (in class)","2013-10-17","12:00:00 PM","","1:00:00 PM","False","",""
"DoE Gold sailing qualifying expedition 2 (until 21st Oct. 9pm)","2013-10-17","12:00:00 PM","","12:00:00 PM","False","","LFD"
"Oxfordshire Book Awards","2013-10-17","1:30:00 PM","","3:30:00 PM","False","","GJC"
"5th Year GCSE Drama Devised Performance 2, Abingdon Drama Studio","2013-10-17","4:00:00 PM","","8:00:00 PM","False","",""
"Detention Master: Mr Southwell-Sander","2013-10-17","5:00:00 PM","","7:00:00 PM","False","",""
"Sixth form Literature Dinner with St Helen's at St Helen's","2013-10-17","7:00:00 PM","","7:00:00 PM","False","","RY"
"WEEK A","2013-10-18","","","","True","",""
"Duty Masters: Mr Fisher and Mr R Taylor","2013-10-18","","","","True","",""
"Home Clothes Day","2013-10-18","","","","True","",""
"Rugby: Langley Park Festival, Norwich: 15A (A) (until 20th Oct.)","2013-10-18","","","","True","",""
"Rugby: Ipswich Festival: 1st (A) (until 20th Oct.)","2013-10-18","","","","True","",""
"1st Year Reading Test - moved from 8 October, CMR","2013-10-18","8:45:00 AM","","9:50:00 AM","False","","CVC"
"Meeting of Silver DoE expedition","2013-10-18","8:45:00 AM","","10:00:00 AM","False","","MGD"
"DoE Gold canoeing practice expedition, Kennet & Avon Canal (until 21st Oct.)","2013-10-18","9:00:00 AM","","9:00:00 AM","False","","SMN"
"DoE Silver walking practice, Edale (until 21st Oct.)","2013-10-18","9:00:00 AM","","9:00:00 AM","False","",""
"Lunchtime Informal Concert, Amey Theatre Foyer","2013-10-18","1:10:00 PM","","1:10:00 PM","False","",""
"Session 2, New Views Playwriting programme, Drama Classroom & Studio","2013-10-18","4:30:00 PM","","6:30:00 PM","False","",""
"CCF Staff Social (time tbc)","2013-10-18","7:00:00 PM","","7:00:00 PM","False","",""
"Abingdon Pre-Test exam (3rd Year 2015)","2013-10-19","9:00:00 AM","","9:00:00 AM","False","",""
"DoE Silver canoeing practice expedition, Kennet & Avon Canal (until 21st Oct.)","2013-10-19","9:00:00 AM","","9:00:00 AM","False","","SMN"
"Art: GCSE Workshop","2013-10-19","9:30:00 AM","","1:00:00 PM","False","",""
"Half Term begins","2013-10-19","6:00:00 PM","","6:00:00 PM","False","",""
"21st Sunday after Trinity","2013-10-20","","","","True","",""
"Half Term","2013-10-21","","","","True","",""
"Half Term","2013-10-22","","","","True","",""
"Rowing: Head of the Schuylkill (until 29th Oct.)","2013-10-22","","","","True","",""
"Edinburgh Rugby Tour: 3rd (A) (until 24th Oct.)","2013-10-22","","","","True","",""
"Junior Rugby Tour, Dorset: 14A, 14B (A) (until 24th Oct.)","2013-10-22","","","","True","",""
"DoE Gold sailing qualifying expedition 3 (until 26th Oct. 9pm)","2013-10-22","12:00:00 PM","","12:00:00 PM","False","","LFD"
"Half Term","2013-10-23","","","","True","",""
"Half Term","2013-10-24","","","","True","",""
"Half Term","2013-10-25","","","","True","",""
"Half Term","2013-10-26","","","","True","",""
"Spanish Exchange trip to Spain (until 2nd Nov.)","2013-10-26","","","","True","","VP"
"Classics trip to Sicily (until 2nd Nov.)","2013-10-26","","","","True","","CB"
"Last Sunday after Trinity","2013-10-27","","","","True","",""
"Half Term","2013-10-28","","","","True","",""
"Half Term","2013-10-29","","","","True","",""
"Half Term","2013-10-30","","","","True","",""
"Half Term","2013-10-31","","","","True","",""
"All Saints Day","2013-11-1","","","","True","",""
"Half Term","2013-11-1","","","","True","",""
"U14 International EUROLUC Hockey Tournament, Lille (until 3 Nov.)","2013-11-1","9:00:00 AM","","9:00:00 AM","False","",""
"Half Term","2013-11-2","","","","True","",""
"4th Sunday before Advent","2013-11-3","","","","True","",""
"Boarders return (evening)","2013-11-3","5:00:00 PM","","5:00:00 PM","False","",""
"WEEK B","2013-11-4","","","","True","",""
"Duty Masters: Dr May and Mrs Bennison","2013-11-4","","","","True","",""
"Term resumes","2013-11-4","8:35:00 AM","","8:35:00 AM","False","",""
"2nd Year iPad meeting, Hospitality Suite","2013-11-4","6:00:00 PM","","7:30:00 PM","False","",""
"Adult Joint School Choir, CMR","2013-11-4","7:30:00 PM","","9:30:00 PM","False","",""
"WEEK B","2013-11-5","","","","True","",""
"Duty Masters: Mr Morgan and Mr Border","2013-11-5","","","","True","",""
"Biology Society Lecture, Ingham Room","2013-11-5","4:00:00 PM","","5:00:00 PM","False","","SEB"
"WEEK B","2013-11-6","","","","True","",""
"Duty Masters: Mr J Taylor and Ms Hancock","2013-11-6","","","","True","",""
"Head's Assembly","2013-11-6","8:45:00 AM","","9:00:00 AM","False","",""
"Late Pre-test 3rd Year 2015 and Sixth Form 2014 (local boys)","2013-11-6","9:00:00 AM","","4:30:00 PM","False","",""
"Oxbridge and BMAT Entrance Exams, CMR","2013-11-6","9:00:00 AM","","9:00:00 AM","False","",""
"SUS (School Uniform Scheme)","2013-11-6","12:15:00 PM","","1:15:00 PM","False","",""
"Rugby v St Hugh's: 13A, 13B, 12A (H)","2013-11-6","2:30:00 PM","","4:30:00 PM","False","",""
"Badminton v MCS U14, U16 (A)","2013-11-6","3:00:00 PM","","3:00:00 PM","False","",""
"Music Theory Examinations, Associated Board, (Music School Room A214)","2013-11-6","5:00:00 PM","","5:00:00 PM","False","",""
"2nd Year iPad meeting, Hospitality Suite","2013-11-6","6:00:00 PM","","7:30:00 PM","False","",""
"WEEK B","2013-11-7","","","","True","",""
"Duty Masters: Mrs Slatford and Mrs O'Doherty","2013-11-7","","","","True","",""
"Senior Maths Challenge","2013-11-7","","","","True","",""
"Classics: Conference for Sixth Form Greekists, MCS","2013-11-7","9:00:00 AM","","1:30:00 PM","False","","CB"
"IAPS Dinner and Seminar, Amey Theatre Foyer","2013-11-7","3:00:00 PM","","8:30:00 PM","False","","Sallie Swain"
"4th year drama trip to London","2013-11-7","4:30:00 PM","","4:30:00 PM","False","","JHT"
"Music Staff Parents' Evening, Ingham Room, Music School","2013-11-7","5:30:00 PM","","8:00:00 PM","False","","Appointments to be booked with Music Secretary: 01235 849110"
"WEEK B","2013-11-8","","","","True","",""
"Duty Masters: Mr Newton and Mrs Prior","2013-11-8","","","","True","",""
"U6 Theatre Studies Devised Pieces - Technical Rehearsals, SHSK Studio","2013-11-8","9:00:00 AM","","9:00:00 AM","False","",""
"Lunchtime Informal Concert, Amey Theatre Foyer","2013-11-8","1:10:00 PM","","1:10:00 PM","False","",""
"Detention Master: Mr Boyd","2013-11-8","5:00:00 PM","","7:00:00 PM","False","",""
"Oxbridge Interview Familiarisation - Friday evening and Saturday morning, CMR","2013-11-8","5:15:00 PM","","5:15:00 PM","False","",""
"Session 3, New Views Playwriting programme, Drama Classroom & Studio","2013-11-8","5:30:00 PM","","7:30:00 PM","False","",""
"Boarders' Activity: Fireworks Display (tbc)","2013-11-8","6:30:00 PM","","6:30:00 PM","False","",""
"Duty Masters: Mr Moody and Mr Lomax","2013-11-9","","","","True","",""
"Shooting: The English Schools Long Range Challenge, Lord Roberts Centre, Bisley, hosted by Wellington College","2013-11-9","","","","True","","LM"
"Oxbridge Interview Familiarisation, CMR","2013-11-9","9:00:00 AM","","9:00:00 AM","False","",""
"Cross Country training day - Swinley Forest Berkshire","2013-11-9","9:00:00 AM","","3:00:00 PM","False","",""
"16+ Examinations","2013-11-9","9:00:00 AM","","9:00:00 AM","False","",""
"Taster Morning (1st Year 2014)","2013-11-9","9:30:00 AM","","12:00:00 PM","False","",""
"Rugby v Bloxham: 13A/B, 12A/B (H)","2013-11-9","10:30:00 AM","","12:30:00 PM","False","",""
"SUS (School Uniform Scheme)","2013-11-9","11:00:00 AM","","12:00:00 PM","False","",""
"Fencing v Charterhouse (A)","2013-11-9","2:00:00 PM","","2:00:00 PM","False","",""
"Rugby v Eton College: 1st, 2nd, 3rd, 4th, 14A, 14B, 14C, 14D, 14E (H); 16A, 16B, 16C, 16D, 15A, 15B, 15C, 15D, 15E (A)","2013-11-9","2:30:00 PM","","4:30:00 PM","False","",""
"FASBC Curry & Quiz evening, Dining Hall","2013-11-9","7:30:00 PM","","7:30:00 PM","False","","JRF"
"3rd Sunday before Advent","2013-11-10","","","","True","",""
"CCF: Remembrance Sunday, Abingdon Town","2013-11-10","10:00:00 AM","","10:00:00 AM","False","",""
"Boarders' Activity: Trip to Bath","2013-11-10","11:00:00 AM","","3:30:00 PM","False","",""
"WEEK A","2013-11-11","","","","True","",""
"Duty Masters: Mr Poon and Mr Pritchard","2013-11-11","","","","True","",""
"3rd Year 2015 Interviews (until 15th Nov.), Entertainment Suite","2013-11-11","8:30:00 AM","","5:00:00 PM","False","",""
"U6 Theatre Studies Devised Pieces First Performances, SHSK Studio","2013-11-11","9:00:00 AM","","9:00:00 AM","False","",""
"Remembrance Assembly, Amey Theatre","2013-11-11","10:35:00 AM","","10:35:00 AM","False","",""
"CCF: Remembrance Day Parade","2013-11-11","11:00:00 AM","","11:00:00 AM","False","",""
"Adult Joint School Choir, CMR","2013-11-11","7:30:00 PM","","9:30:00 PM","False","",""
"WEEK A","2013-11-12","","","","True","",""
"Duty Masters: Dr Dudin and Mr Phillips","2013-11-12","","","","True","",""
"Rugby v Sir William Borlase Sch (Regional Cup); 15A (A)","2013-11-12","3:30:00 PM","","5:30:00 PM","False","",""
"U6 Theatre Studies Devised Pieces 2nd Performances, SHSK Studio","2013-11-12","5:00:00 PM","","5:00:00 PM","False","",""
"WEEK A","2013-11-13","","","","True","",""
"Duty Masters: Mr Whitworth and Mr Winters","2013-11-13","","","","True","",""
"Physics in Action 2013 for A-level students","2013-11-13","","","","True","",""
"House Assembly","2013-11-13","8:45:00 AM","","9:00:00 AM","False","",""
"SUS (School Uniform Scheme)","2013-11-13","12:15:00 PM","","1:15:00 PM","False","",""
"Rugby v Dragon: 13A, 13B (A); 12A, 12B (H)","2013-11-13","2:30:00 PM","","4:30:00 PM","False","",""
"Scholars' Concert 2, CMR","2013-11-13","7:00:00 PM","","7:00:00 PM","False","",""
"WEEK A","2013-11-14","","","","True","",""
"Duty Masters: Mr Moody and Mr Swarbrick","2013-11-14","","","","True","",""
"Fencing v Bradfield College (H)","2013-11-14","2:45:00 PM","","3:45:00 PM","False","",""
"6th form visit to National Theatre: ""Nut""","2013-11-14","4:30:00 PM","","4:30:00 PM","False","","JHT"
"Summer Research Project and Scholars' Presentation evening, Amey Theatre","2013-11-14","5:30:00 PM","","8:30:00 PM","False","","BW"
"Middle School Scholars' dinner for boys and parents, Dining Hall","2013-11-14","7:45:00 PM","","7:45:00 PM","False","","CB"
"Parents' Prayer Group meeting, Abingdon Prep.","2013-11-14","8:00:00 PM","","8:00:00 PM","False","",""
"WEEK A","2013-11-15","","","","True","",""
"Duty Masters: Mr Haworth and Mr Fletcher-Campbell","2013-11-15","","","","True","",""
"Visit by Legion XIIII Session 1 (for Lower School), Amey Theatre and CMR","2013-11-15","11:00:00 AM","","11:00:00 AM","False","","CB"
"Lunchtime Informal Concert, Amey Theatre Foyer","2013-11-15","1:10:00 PM","","1:10:00 PM","False","",""
"Visit by Legion XIIII Session 2, Amey Theatre and CMR","2013-11-15","1:30:00 PM","","1:30:00 PM","False","",""
"Session 4, New Views Playwriting programme, Drama Classroom & Studio","2013-11-15","4:30:00 PM","","6:30:00 PM","False","",""
"Detention Master: Mr O'Doherty","2013-11-15","5:00:00 PM","","7:00:00 PM","False","",""
"OA Club Science Event: Reception in CMR, TED Talk in Amey Theatre, Buffet in Dining Hall","2013-11-15","6:15:00 PM","","6:15:00 PM","False","","6.15pm CMR Drinks reception; 7.15pm TED Talk in Amey Theatre; 8.30pm Buffet in Dining Hall"
"ASPA Whole School supper (off site)","2013-11-15","7:00:00 PM","","7:00:00 PM","False","",""
"Boarders' Activity: Bowling & Buffet","2013-11-15","7:00:00 PM","","10:00:00 PM","False","",""
"Duty Masters: Mr Swarbrick and Mrs Pradas","2013-11-16","","","","True","",""
"CCF: RAF Gliding","2013-11-16","8:30:00 AM","","8:30:00 AM","False","",""
"Cross Country: Ardingly College 4.6 mile steepo","2013-11-16","9:00:00 AM","","6:00:00 PM","False","",""
"SUS (School Uniform Scheme)","2013-11-16","11:00:00 AM","","12:00:00 PM","False","",""
"Badminton v Stowe U16 (A)","2013-11-16","2:00:00 PM","","2:00:00 PM","False","",""
"Badminton v Malverrn & Cheltenham (A)","2013-11-16","2:00:00 PM","","2:00:00 PM","False","",""
"John Roysse Lodge meeting and Dinner, CMR/Avernus/Dining Hall","2013-11-16","2:30:00 PM","","3:00:00 PM","False","",""
"Rugby v Cheltenham College: 1st, 2nd, 3rd, 4th, 16A, 16B, 16C, 13A, 13B (H); 15A, 15B, 15C, 14A, 14B, 14C, 14D, 12A, 12B (A)","2013-11-16","2:30:00 PM","","4:30:00 PM","False","",""
"Rugby v Radley: 16D, 15E, 14E (A)","2013-11-16","2:30:00 PM","","4:30:00 PM","False","",""
"2nd Sunday before Advent","2013-11-17","","","","True","",""
"Southern Region Fencing: Age Group Team Competition, Fareham Leisure Centre","2013-11-17","9:00:00 AM","","9:00:00 AM","False","",""
"Boarders' Activity: Paintballing","2013-11-17","11:00:00 AM","","3:30:00 PM","False","",""
"Abingdon Joint Senior Show Rehearsal, Amey Theatre","2013-11-17","2:00:00 PM","","6:00:00 PM","False","",""
"WEEK B","2013-11-18","","","","True","",""
"Duty Masters: Mr Bliss and Mr Brooks","2013-11-18","","","","True","",""
"Lower Sixth November tests","2013-11-18","9:00:00 AM","","9:00:00 AM","False","",""
"5th Year GCSE Drama devised performance 1, Drama Studio","2013-11-18","9:00:00 AM","","1:00:00 PM","False","",""
"4th year Big Draw Day","2013-11-18","9:00:00 AM","","9:00:00 AM","False","",""
"Adult Joint School Choir, CMR","2013-11-18","7:30:00 PM","","9:30:00 PM","False","",""
"WEEK B","2013-11-19","","","","True","",""
"Duty Masters: Mrs Jennings and Miss Spurling-Holt","2013-11-19","","","","True","",""
"Chemistry in Action Day - London (Invited Upper Sixth Chemists)","2013-11-19","","","","True","","MIL"
"Lower Sixth November tests","2013-11-19","9:00:00 AM","","9:00:00 AM","False","",""
"Rugby v MCS: 13A, 13B (A); 12A, 12B (H)","2013-11-19","3:00:00 PM","","5:00:00 PM","False","",""
"5th Year GCSE Drama devised performance 2, Drama Studio","2013-11-19","5:30:00 PM","","9:00:00 PM","False","",""
"2nd Year iPad meeting, Hospitality Suite","2013-11-19","6:00:00 PM","","7:30:00 PM","False","",""
"WEEK B","2013-11-20","","","","True","",""
"Duty Masters: Mr Litchfield and Miss Hicks","2013-11-20","","","","True","",""
"Sixth Year Philosophy Trip to Oxford","2013-11-20","","","","True","","GRM"
"Head's Assembly","2013-11-20","8:45:00 AM","","9:00:00 AM","False","",""
"Lower Sixth November tests","2013-11-20","9:00:00 AM","","9:00:00 AM","False","",""
"Discover Abingdon","2013-11-20","10:00:00 AM","","12:00:00 PM","False","",""
"Cross Country: St Albans’ Relay","2013-11-20","11:00:00 AM","","6:00:00 PM","False","",""
"SUS (School Uniform Scheme)","2013-11-20","12:15:00 PM","","1:15:00 PM","False","",""
"Rugby v Bloxham; 15B, 14B (A)","2013-11-20","2:45:00 PM","","4:45:00 PM","False","",""
"Cello Masterclass rehearsals with Robert Max, CMR","2013-11-20","4:00:00 PM","","4:00:00 PM","False","",""
"Cello Masterclass with Robert Max, CMR","2013-11-20","7:00:00 PM","","7:00:00 PM","False","",""
"Abingdon Naturalists' Society: ""Tracking the Ocean's Wanderers"", Ingham Room","2013-11-20","7:00:00 PM","","7:00:00 PM","False","",""
"Classics trip party, Amey Theatre & Foyer","2013-11-20","7:30:00 PM","","9:00:00 PM","False","","CB"
"WEEK B","2013-11-21","","","","True","",""
"Duty Masters: Miss Katic and Mr Hughes","2013-11-21","","","","True","",""
"Joutes Oratoires, French debating competition for Upper Sixth, Marlborough College","2013-11-21","","","","True","","JAM"
"AFU to Wheatley Park Film Festival","2013-11-21","8:45:00 AM","","1:15:00 PM","False","","JHT"
"Cross-Country: U15, U17at Harrow","2013-11-21","12:00:00 PM","","7:00:00 PM","False","","ACC"
"Economics Competition Target 2.0 Interest Rate Challenge","2013-11-21","12:00:00 PM","","1:00:00 PM","False","",""
"Chemistry Lecture: Dr Mike Partridge, Department of Oncology, Oxford: ""Michael Faraday and the Royal Institution - His life story in his own words"", CMR","2013-11-21","4:00:00 PM","","4:00:00 PM","False","","IM"
"Art & Design: 5th Year Twilight Coursework session","2013-11-21","5:00:00 PM","","7:00:00 PM","False","",""
"WEEK B","2013-11-22","","","","True","",""
"Duty Masters: Mr Grills and Mr S Evans","2013-11-22","","","","True","",""
"Lunchtime Informal Concert, Amey Theatre Foyer","2013-11-22","1:10:00 PM","","1:10:00 PM","False","",""
"Economics Society Talk by Bunt Ghosh, Hospitality Suite","2013-11-22","4:00:00 PM","","5:00:00 PM","False","","NF"
"Detention Master: Mr Franklin","2013-11-22","5:00:00 PM","","7:00:00 PM","False","",""
"History Society, Ingham Room","2013-11-22","5:30:00 PM","","5:30:00 PM","False","",""
" Roysse Society lecture by Dr Claire Vallance, CMR","2013-11-22","5:30:00 PM","","6:30:00 PM","False","",""
"Duty Masters: Mrs Penrose and Mr Poon","2013-11-23","","","","True","",""
"Rowing: GB Long Distance Trials, Boston","2013-11-23","","","","True","",""
"Cross Country training day - Bampton footpaths","2013-11-23","9:00:00 AM","","12:00:00 PM","False","",""
"Taster Morning (1st Year 2014)","2013-11-23","9:30:00 AM","","12:00:00 PM","False","",""
"Rugby v RGS, Guildford: 15A, 15B, 15D, 13A, 13B (A); 12A, 12B (H)","2013-11-23","10:30:00 AM","","12:30:00 PM","False","",""
"SUS (School Uniform Scheme)","2013-11-23","11:00:00 AM","","12:00:00 PM","False","",""
"ESSA Secondary Schools' Team Championship Finals at Crystal Palace: U18, U15","2013-11-23","1:30:00 PM","","4:30:00 PM","False","",""
"Badminton v Bloxham (H)","2013-11-23","2:00:00 PM","","2:00:00 PM","False","",""
"CANCELLED - Fencing v Wellington College","2013-11-23","2:00:00 PM","","5:00:00 PM","False","",""
"Rugby v RGS, Guildford: 1st, 2nd, 3rd, 4th (A); 16A, 16B, 16C, 14A, 14B, 14C (H)","2013-11-23","2:15:00 PM","","4:15:00 PM","False","",""
"Rugby v Bloxham: 15C, 14D (H)","2013-11-23","2:30:00 PM","","4:30:00 PM","False","",""
"Boarders' Activity: Film & Theme Night","2013-11-23","7:00:00 PM","","9:30:00 PM","False","",""
"Christ the King","2013-11-24","","","","True","",""
"Boarders' Activity: Skiing, Milton Keynes","2013-11-24","10:30:00 AM","","4:30:00 PM","False","",""
"Abingdon Senior Show Tech rehearsal, Amey Theatre","2013-11-24","2:00:00 PM","","7:00:00 PM","False","",""
"WEEK A","2013-11-25","","","","True","",""
"Duty Masters: Mr English and Mr Aitken","2013-11-25","","","","True","",""
"3rd Year Screening Tests in English lessons - all week (tbc) (until 29th Nov.)","2013-11-25","9:00:00 AM","","9:00:00 AM","False","","CVC"
"Music: Associated Board Examinations (all week), Requested Period starts","2013-11-25","9:00:00 AM","","9:00:00 AM","False","",""
"Abingdon Senior Show Dress rehearsal, Amey Theatre","2013-11-25","1:00:00 PM","","5:00:00 PM","False","",""
"4th Year Tutors' meeting, Avernus","2013-11-25","1:05:00 PM","","1:05:00 PM","False","",""
"Tony Savin Memorial Service, Chapel (followed by tea in CMR)","2013-11-25","2:00:00 PM","","2:00:00 PM","False","",""
"Rugby v Grey HS (South Africa): 1st (H)","2013-11-25","2:30:00 PM","","4:30:00 PM","False","",""
"National Theatre Writer's first visit to work with 6th form New Views writers' group","2013-11-25","5:15:00 PM","","7:15:00 PM","False","","JHT"
"St Helen's Classics Dinner with talk by Professor Alan Bowman (BNC, Oxford) ""Vindolanda tablets""","2013-11-25","6:00:00 PM","","6:00:00 PM","False","","CB"
"Adult Joint School Choir, CMR","2013-11-25","7:30:00 PM","","9:30:00 PM","False","",""
"WEEK A","2013-11-26","","","","True","",""
"Duty Masters: Ms Byrne and Mr McGill","2013-11-26","","","","True","",""
"Physics in Action 2013 for A-level students","2013-11-26","","","","True","",""
"Kids' Lit Quiz Regional Heat, St Gregory the Great, Oxford (pm)","2013-11-26","12:00:00 PM","","12:00:00 PM","False","","GJC"
"Rugby v Wellington College (Nat West Cup); 15A (H)","2013-11-26","2:15:00 PM","","4:15:00 PM","False","",""
"Edmund Society Lecture: Prof M Lacewing, Hospitality Suite (tbc)","2013-11-26","5:30:00 PM","","7:30:00 PM","False","",""
"Abingdon Senior Show 1, Amey Theatre, Ingham Room, Foyer","2013-11-26","7:00:00 PM","","7:00:00 PM","False","",""
"WEEK A","2013-11-27","","","","True","",""
"Duty Masters: Mrs Muller and Mrs Pradas","2013-11-27","","","","True","",""
"House Assembly","2013-11-27","8:45:00 AM","","9:30:00 AM","False","",""
"SUS (School Uniform Scheme)","2013-11-27","12:15:00 PM","","1:15:00 PM","False","",""
"Rugby v Caldicott: 13B, 12B (A)","2013-11-27","2:30:00 PM","","4:30:00 PM","False","",""
"Abingdon Senior Show 2, Amey Theatre, Ingham Room, Foyer","2013-11-27","7:00:00 PM","","7:00:00 PM","False","",""
"WEEK A","2013-11-28","","","","True","",""
"Duty Masters: Mrs Penrose and Mr Revill","2013-11-28","","","","True","",""
"Badminton v Wellington (H)","2013-11-28","3:40:00 PM","","3:40:00 PM","False","",""
"Abingdon Senior Show 3, Amey Theatre, Ingham Room, Foyer","2013-11-28","7:00:00 PM","","7:00:00 PM","False","",""
"WEEK A","2013-11-29","","","","True","",""
"Duty Masters: Mr Lomax and Mr Fisher","2013-11-29","","","","True","",""
"Joint Boarders and Germanists trip to Christmas Market in Aachen (until 1st December)","2013-11-29","","","","True","","ACW"
"Maths Challenge: Senior Kangaroo","2013-11-29","9:00:00 AM","","9:00:00 AM","False","","JHW"
"Maths Challenge: BMO1","2013-11-29","9:00:00 AM","","9:00:00 AM","False","",""
"Lunchtime Informal Concert, Amey Theatre Foyer","2013-11-29","1:10:00 PM","","1:10:00 PM","False","",""
"Physics Lecture - Dr Jessica Leitch, Director Run3D Ltd.: ""The Application of Engineering in Sport & Medicine"", Amey Theatre","2013-11-29","4:00:00 PM","","5:00:00 PM","False","",""
"Session 5, New Views Playwriting programme, Drama Classroom & Studio","2013-11-29","4:30:00 PM","","6:30:00 PM","False","",""
"Detention Master: Mr Gooding","2013-11-29","5:00:00 PM","","7:00:00 PM","False","",""
"Boarders' Activity: Ghost Walk with Westonbirt (Years 5 & 6), Oxford","2013-11-29","6:45:00 PM","","9:30:00 PM","False","",""
"Duty Masters: Mr Haworth and Miss Katic","2013-11-30","","","","True","",""
"The BSSRA Winter Open, Lord Roberts Centre, Bisley, hosted by Wellington College","2013-11-30","","","","True","","LM"
"Rowing: Fours Head","2013-11-30","","","","True","",""
"Joint Choral Society: Final rehearsal Orchestra & Chorus, Amey Theatre","2013-11-30","9:15:00 AM","","12:30:00 PM","False","",""
"SUS (School Uniform Scheme)","2013-11-30","11:00:00 AM","","12:00:00 PM","False","",""
"Fencing v Harrow (A)","2013-11-30","2:00:00 PM","","2:00:00 PM","False","",""
"Rugby v St Edward's: 1st, 2nd, 3rd, 4th, 15A, 15B, 15C, 15D, 14A, 14B (H); 16A, 16B, 16C, 14C, 14D (A)","2013-11-30","2:30:00 PM","","4:30:00 PM","False","",""
"Joint Choral Society Concert - Bach: Magnificat, Handel: Dixit Dominus, Amey Theatre","2013-11-30","7:00:00 PM","","7:00:00 PM","False","","Tickets £6.00, £4.00 (concessions), £16.00, (family)"
"Advent Sunday","2013-12-1","","","","True","",""
"WEEK B","2013-12-2","","","","True","",""
"Duty Masters: Mr Stinton and Dr Wiejak","2013-12-2","","","","True","",""
"4th Year Tutors' meeting","2013-12-2","1:05:00 PM","","1:05:00 PM","False","","PDBG"
"4th Year GCSE Devised Tech/Dress Rehearsal (AKQ), Drama Studio","2013-12-2","4:00:00 PM","","6:00:00 PM","False","",""
"Lower Sixth Parents' Evening, Amey Theatre & CMR","2013-12-2","5:30:00 PM","","5:30:00 PM","False","",""
"WEEK B","2013-12-3","","","","True","",""
"Duty Masters: Miss Lee and Mr Whalley","2013-12-3","","","","True","",""
"Lower Sixth Economics/ Business Studies Trip to Coca Cola, Edmonton, London. (event tbc by Coca Cola)","2013-12-3","8:30:00 AM","","8:30:00 AM","False","",""
"4th Year GCSE Devised Tech/Dress Rehearsal (JHT), Drama Studio","2013-12-3","9:00:00 AM","","11:00:00 AM","False","",""
"Upper and Lower Sixth General Studies Lecture, Amey Theatre","2013-12-3","9:50:00 AM","","10:45:00 AM","False","","NSH"
"Community Service Tea Party, Dining Hall","2013-12-3","4:00:00 PM","","5:00:00 PM","False","","VEH"
"CCF Christmas Dinner: Staff and Upper Sixth cadets","2013-12-3","7:00:00 PM","","7:00:00 PM","False","",""
"WEEK B","2013-12-4","","","","True","",""
"Duty Masters: Mr Colborn and Mr Poon","2013-12-4","","","","True","",""
"3rd Year Vaccinations, Sports Centre","2013-12-4","","","","True","",""
"Head's Assembly","2013-12-4","8:45:00 AM","","9:00:00 AM","False","",""
"The Annual Presentation on Asia for Sixth Form students, Brunei Gallery, London","2013-12-4","10:00:00 AM","","10:00:00 AM","False","","ICF"
"POSTPONED Psychology Day, University of London","2013-12-4","12:00:00 PM","","1:00:00 PM","False","",""
"Rugby v Moulsford: 13A, 123B (H); 12A, 12B (A)","2013-12-4","2:30:00 PM","","4:30:00 PM","False","",""
"Badminton v MCS U19 (A)","2013-12-4","3:00:00 PM","","3:00:00 PM","False","",""
"OA Club London Drinks Reception, National Liberal Club","2013-12-4","6:00:00 PM","","6:00:00 PM","False","",""
"Abingdon Naturalists' Society: Members' Social, CMR","2013-12-4","7:00:00 PM","","7:00:00 PM","False","",""
"Christmas Concert No.1, Amey Theatre","2013-12-4","7:00:00 PM","","7:00:00 PM","False","",""
"WEEK B","2013-12-5","","","","True","",""
"Duty Masters: Ms Hancock and Mrs Bennison","2013-12-5","","","","True","",""
"Genesis, Entertainment Suite","2013-12-5","9:30:00 AM","","5:30:00 PM","False","","MKTH"
"4th Year GCSE Devised Performance","2013-12-5","4:00:00 PM","","6:00:00 PM","False","",""
"Art & Design: 5th Year Twilight Coursework session","2013-12-5","5:00:00 PM","","7:00:00 PM","False","",""
"WEEK B","2013-12-6","","","","True","",""
"Duty Masters: Dr Steer and Mrs Mansfield","2013-12-6","","","","True","",""
"Calendar Planning meeting","2013-12-6","9:00:00 AM","","10:00:00 AM","False","",""
"Genesis, Entertainment Suite","2013-12-6","9:30:00 AM","","5:30:00 PM","False","","MKTH"
" Mercers' Hall Court Service, London (Chapel Choir)","2013-12-6","12:00:00 PM","","12:00:00 PM","False","","Depart 8.45am"
"Lunchtime Informal Concert, Amey Theatre Foyer","2013-12-6","1:10:00 PM","","1:10:00 PM","False","",""
"Session 6, New Views Playwriting programme, Drama Classroom & Studio","2013-12-6","4:30:00 PM","","6:30:00 PM","False","",""
