Thread ID: 15070140
Fiber ID: 68236160
Total: 6503.513376
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.08      5.377     5.377     0.000     0.000  2029870   Kernel#method 
  0.08      5.374     5.374     0.000     0.000  2028402   ActiveRecord::QueryMethods#preload_values 
  0.08     15.829     5.369     0.000    10.460  1997540   ActiveRecord::Reflection::AssociationReflection#association_primary_key 
  0.08    162.345     5.357     0.000   156.989  2028405   ActiveSupport::Notifications::Fanout#start 
  0.08      5.330     5.330     0.000     0.000  6137238   Array#blank? 
  0.08      8.782     5.298     0.000     3.484  2028402   ActiveSupport::TaggedLogging::Formatter#current_tags 
  0.08      5.275     5.275     0.000     0.000  5975534   Class#superclass 
  0.08   1342.166     5.242     0.000  1336.923  2028402   ActiveRecord::ConnectionAdapters::Mysql2Adapter#select 
  0.08     21.158     5.240     0.000    15.919  2000476   <Class::ActiveRecord::Associations::AliasTracker>#empty 
  0.08      5.114     5.114     0.000     0.000  2028402   Float#round 
  0.08     12.915     5.106     0.000     7.809  2999253   BasicObject#!= 
  0.08     23.006     5.055     0.000    17.951  1997540   ActiveRecord::Associations::BelongsToPolymorphicAssociation#inverse_reflection_for 
  0.08      5.023     5.023     0.000     0.000  4081874   Array#shift 
  0.08      4.970     4.970     0.000     0.000  6000402   Fixnum#* 
  0.08      4.944     4.944     0.000     0.000  4056362   ActiveRecord::Relation::Merger#normal_values 
  0.08      4.893     4.893     0.000     0.000  3042603   ActiveSupport::LogSubscriber#colorize_logging 
  0.07     15.690     4.856     0.000    10.834  2028402   <Module::Arel>#star 
  0.07     20.830     4.855     0.000    15.976  2999246   ActiveRecord::Reflection::AssociationReflection#check_validity! 
  0.07      4.746     4.746     0.000     0.000  2000476   ActiveRecord::Reflection::AssociationReflection#scope_chain 
  0.07      4.629     4.629     0.000     0.000  2001431   ActiveRecord::QueryMethods#limit_value= 
  0.07     18.023     4.544     0.000    13.479  2028405   <Class::ActiveRecord::LogSubscriber>#runtime= 
  0.07    193.515     4.516     0.000   188.999  2028402   Logger#debug 
  0.07     13.479     4.504     0.000     8.974  2028405   <Class::ActiveRecord::RuntimeRegistry>#sql_runtime= 
  0.07     33.390     4.500     0.000    28.890  4056810  *ActiveRecord::ExplainSubscriber#finish 
  0.07    662.854     4.489     0.000   658.365  2000476   <Class::ActiveRecord::Associations::AssociationScope>#scope 
  0.07      5.903     4.483     0.000     1.420  2028402   MonitorMixin#mon_check_owner 
  0.07     18.359     4.453     0.000    13.905  2028405   <Class::ActiveRecord::LogSubscriber>#runtime 
  0.07      8.966     4.439     0.000     4.527  1997541   ActiveRecord::Reflection::AssociationReflection#primary_key 
  0.07      4.435     4.435     0.000     0.000  3000201   ActiveRecord::ModelSchema::ClassMethods#column_types 
  0.07    669.441     4.404     0.000   665.037  2028402   Arel::Visitors::Visitor#accept 
  0.07      4.325     4.325     0.000     0.000  2028402   Arel::SelectManager#distinct 
  0.07     12.315     4.325     0.000     7.990  2028402   Arel::Nodes::JoinSource#initialize 
  0.07    166.647     4.302     0.000   162.345  2028405   ActiveSupport::Notifications::Instrumenter#start 
  0.07      6.334     4.275     0.000     2.059  2142158   Arel::Table#hash 
  0.07      4.256     4.256     0.000     0.000  2000476   ActiveRecord::Associations::AliasTracker#initialize 
  0.07      5.882     4.242     0.000     1.640  2082347   <Class::ActiveSupport::Duration>#=== 
  0.06      4.197     4.197     0.000     0.000  4514831   Hash#include? 
  0.06      4.183     4.183     0.000     0.000  2028402   ActiveRecord::QueryMethods#joins_values 
  0.06     18.309     4.092     0.000    14.216  2031338   Arel::Predications#eq 
  0.06     13.905     4.089     0.000     9.817  2028405   <Class::ActiveRecord::RuntimeRegistry>#sql_runtime 
  0.06     11.076     4.067     0.000     7.009  2082344   <Module::Arel>#sql 
  0.06      4.056     4.056     0.000     0.000  3000209  *ActiveRecord::ModelSchema::ClassMethods#decorate_columns 
  0.06      4.052     4.052     0.000     0.000  2028402   String#strip! 
  0.06      4.008     4.008     0.000     0.000  3000201   ActiveRecord::ModelSchema::ClassMethods#initialize_attributes 
  0.06      4.032     3.956     0.000     0.076  5163501   String#== 
  0.06      3.902     3.902     0.000     0.000  2028402   ActiveRecord::QueryMethods#having_values 
  0.06      3.899     3.899     0.000     0.000  2028402   ActiveRecord::LogSubscriber#odd? 
  0.06    108.423     3.827     0.000   104.596  2000476   ActiveRecord::Associations::AssociationScope#construct_tables 
  0.06      3.818     3.818     0.000     0.000  2000481   Hash#initialize 
  0.06     16.607     3.788     0.000    12.819  1997540   ActiveRecord::Reflection::AssociationReflection#polymorphic_inverse_of 
  0.06      3.764     3.764     0.000     0.000  4216725   Kernel#kind_of? 
  0.06      3.763     3.763     0.000     0.000  4699744   Kernel#instance_of? 
  0.06      3.609     3.609     0.000     0.000  2028402   ActiveRecord::QueryMethods#group_values 
  0.05      3.552     3.552     0.000     0.000  2028402   ActiveRecord::QueryMethods#select_values 
  0.05      3.543     3.543     0.000     0.000  2001431   Arel::Visitors::ToSql#visit_Arel_Nodes_Top 
  0.05      3.533     3.533     0.000     0.000  2028402   ActiveRecord::QueryMethods#order_values 
  0.05      3.463     3.463     0.000     0.000  4112214   #<Class:0x00000001ff7728>#name 
  0.05      3.358     3.358     0.000     0.000  2028915   ActiveRecord::ConnectionAdapters::SchemaCache#columns_hash 
  0.05      3.315     3.315     0.000     0.000  2028402   ActiveRecord::QueryMethods#reverse_order_value 
  0.05      3.297     3.297     0.000     0.000  2028405   Logger#debug? 
  0.05      3.290     3.290     0.000     0.000  3000201   ActiveRecord::Persistence::ClassMethods#discriminate_class_for_record 
  0.05     78.969     3.263     0.000    75.706   998770   <Class::Group(id: integer, starts_on: date, ends_on: date, created_at: datetime, updated_at: datetime, visible_group_id: integer, visible_group_type: string)>#visible_instance? 
  0.05      3.253     3.253     0.000     0.000  2028402   ActiveRecord::QueryMethods#readonly_value 
  0.05      3.218     3.218     0.000     0.000  2028402   ActiveRecord::QueryMethods#distinct_value 
  0.05      3.195     3.195     0.000     0.000  2028402   ActiveRecord::QueryMethods#offset_value 
  0.05      3.193     3.193     0.000     0.000  2028410   Array#push 
  0.05      3.189     3.189     0.000     0.000  2057798   Array#concat 
  0.05      3.130     3.130     0.000     0.000  2000476   ActiveRecord::Reflection::AssociationReflection#chain 
  0.05      3.127     3.127     0.000     0.000  2028402   Logger#format_severity 
  0.05      5.184     3.105     0.000     2.079  2028405   Numeric#quo 
  0.05      3.067     3.067     0.000     0.000  2028402   Arel::Nodes::JoinSource#empty? 
  0.05      3.034     3.034     0.000     0.000  2057797   Array#compact 
  0.05      2.967     2.967     0.000     0.000  2028405   ActiveRecord::ExplainRegistry#collect? 
  0.05     19.549     2.962     0.000    16.587  1538748   #<Module:0x0000000540fa88>#__temp__9646 
  0.05      2.951     2.951     0.000     0.000  2028402   Mutex#lock 
  0.04      2.901     2.901     0.000     0.000  2028402   Arel::Nodes::SelectCore#from 
  0.04     96.226     2.816     0.000    93.410    26972   Array#collect 
  0.04     23.447     2.723     0.000    20.724   512916   ActiveRecord::Core#== 
  0.04      2.722     2.722     0.000     0.000  2975332   Module#< 
  0.04      2.676     2.676     0.000     0.000  2000476   ActiveRecord::Associations::AssociationScope#alias_suffix 
  0.04      2.667     2.667     0.000     0.000  2057796   Arel::Visitors::ToSql#literal 
  0.04      2.445     2.445     0.000     0.000  2028421   Array#pop 
  0.04      2.432     2.432     0.000     0.000  2057800   Symbol#to_proc 
  0.04      2.381     2.381     0.000     0.000  2027458   Array#reverse 
  0.04      2.358     2.358     0.000     0.000  3513118   Integer#to_i 
  0.04      2.313     2.313     0.000     0.000  2028402   Mutex#unlock 
  0.03      2.229     2.229     0.000     0.000  2028403   Array#reject! 
  0.03      2.227     2.227     0.000     0.000  2000498   NilClass#to_a 
  0.03      2.845     2.126     0.000     0.719   998777   Array#== 
  0.03      2.079     2.079     0.000     0.000  2028405   Fixnum#fdiv 
  0.03      2.046     2.046     0.000     0.000  2029870   Method#owner 
  0.03      1.930     1.930     0.000     0.000  1000240   <Class::Date>#new 
  0.03      1.896     1.896     0.000     0.000  2028405   Fixnum#- 
  0.03      1.878     1.878     0.000     0.000  2028402   String#eql? 
  0.03      5.426     1.661     0.000     3.765  1001706   ActiveRecord::Associations::Association#foreign_key_for? 
  0.03      2.911     1.646     0.000     1.265  1001706   ActiveRecord::AttributeMethods#has_attribute? 
  0.03      1.641     1.641     0.000     0.000  2028407   Kernel#object_id 
  0.02     13.716     1.625     0.000    12.092  1001706   ActiveRecord::Associations::Association#invertible_for? 
  0.02      1.615     1.615     0.000     0.000  2028405   ActiveRecord::ExplainSubscriber#start 
  0.02      1.577     1.577     0.000     0.000  2000476   Fixnum#zero? 
  0.02     39.077     1.570     0.000    37.507   998770   ActiveRecord::Associations::Association#target= 
  0.02      8.662     1.106     0.000     7.555   755188  *ActiveRecord::Scoping::ClassMethods#current_scope= 
  0.02      1.955     1.064     0.000     0.890   377594   ActiveRecord::Scoping::ScopeRegistry#set_value_for 
  0.01      5.135     0.873     0.000     4.262    53951   String#gsub 
  0.01      0.816     0.816     0.000     0.000  1001720   Hash#has_key? 
  0.01      2.966     0.661     0.000     2.305    88187   Hash#each 
  0.01   6503.491     0.425     0.000  6503.066    26971  *Grouping#member? 
  0.01     47.792     0.406     0.000    47.386   188797  *ActiveRecord::Relation#scoping 
  0.01      8.616     0.405     0.000     8.211    53942   ActiveRecord::Sanitization::ClassMethods#replace_bind_variables 
  0.01      9.179     0.372     0.000     8.808    53942   ActiveRecord::Sanitization::ClassMethods#sanitize_sql_array 
  0.00      0.309     0.309     0.000     0.000    53942   Date#strftime 
  0.00     25.248     0.287     0.000    24.962    80913   ActiveRecord::Querying#where 
  0.00   6468.470     0.275     0.000  6468.195    26971   Group(id: integer, starts_on: date, ends_on: date, created_at: datetime, updated_at: datetime, visible_group_id: integer, visible_group_type: string)#members 
  0.00      0.654     0.274     0.000     0.380    29394   ActiveRecord::QueryMethods#references! 
  0.00      0.889     0.257     0.000     0.632   112730   Enumerable#grep 
  0.00      0.579     0.249     0.000     0.330    53942   Object#acts_like? 
  0.00      0.648     0.232     0.000     0.416    53942   Date#to_formatted_s 
  0.00      0.541     0.218     0.000     0.323    26971   Arel::Visitors::ToSql#column_for 
  0.00      1.888     0.217     0.000     1.671    29394   <Class::ActiveRecord::PredicateBuilder>#expand 
  0.00      3.939     0.213     0.000     3.726    53942   ActiveRecord::Sanitization::ClassMethods#quote_bound_value 
  0.00      1.431     0.204     0.000     1.227    53942   ActiveRecord::ConnectionAdapters::Quoting#quoted_date 
  0.00      4.193     0.203     0.000     3.990    53942   ActiveRecord::Sanitization::ClassMethods#replace_bind_variable 
  0.00      0.186     0.186     0.000     0.000   112732   String#include? 
  0.00      0.762     0.175     0.000     0.587    53942   Arel::Visitors::ToSql#visit_Arel_Nodes_Grouping 
  0.00     16.380     0.150     0.000    16.231    28439   ActiveRecord::Associations::CollectionAssociation#scope 
  0.00   6492.558     0.143     0.000  6492.414    26971   Group(id: integer, starts_on: date, ends_on: date, created_at: datetime, updated_at: datetime, visible_group_id: integer, visible_group_type: string)#member? 
  0.00      0.880     0.137     0.000     0.742    26971   Group(id: integer, starts_on: date, ends_on: date, created_at: datetime, updated_at: datetime, visible_group_id: integer, visible_group_type: string)#active_on 
  0.00      0.805     0.132     0.000     0.673    29394   <Class::ActiveRecord::PredicateBuilder>#resolve_column_aliases 
  0.00     13.136     0.121     0.000    13.015    26971   <Class::Membership(id: integer, group_id: integer, element_id: integer, starts_on: date, ends_on: date, as_at: date, inverse: boolean, created_at: datetime, updated_at: datetime, role_id: integer)>#starts_by 
  0.00      0.154     0.113     0.000     0.042    58788   Hash#== 
  0.00   6305.766     0.112     0.000  6305.655    26971   ActiveRecord::QueryMethods#select 
  0.00      0.110     0.110     0.000     0.000    53957   String#intern 
  0.00     48.713     0.103     0.000    48.610    26971   ActiveRecord::Associations::CollectionProxy#scoping 
  0.00      0.211     0.102     0.000     0.109    58788  *ActiveModel::AttributeMethods::ClassMethods#attribute_alias? 
  0.00      0.407     0.101     0.000     0.306    29394   ActiveRecord::Sanitization::ClassMethods#expand_hash_conditions_for_aggregates 
  0.00      2.386     0.098     0.000     2.287    29394   <Class::ActiveRecord::PredicateBuilder>#build_from_hash 
  0.00      1.269     0.096     0.000     1.172    29394   <Class::ActiveRecord::PredicateBuilder>#build 
  0.00      1.373     0.093     0.000     1.281    26971   Arel::Visitors::ToSql#quoted 
  0.00      0.216     0.092     0.000     0.123    26971   Date#compare_with_coercion 
  0.00      0.092     0.092     0.000     0.000    26971   Date#compare_without_coercion 
  0.00      0.209     0.092     0.000     0.117    28439   ActiveRecord::Persistence#new_record? 
  0.00      1.957     0.086     0.000     1.871    26971   ActiveRecord::Associations::CollectionAssociation#reader 
  0.00      0.833     0.086     0.000     0.748    29394   <Class::ActiveRecord::PredicateBuilder>#handler_for 
  0.00      0.740     0.086     0.000     0.654    26971   Arel::Visitors::ToSql#quote 
  0.00      2.337     0.083     0.000     2.254    26971   Group::GeneratedAssociationMethods#memberships 
  0.00      5.474     0.080     0.000     5.394    26971   Teachinggroup::GeneratedAssociationMethods#group 
  0.00      0.594     0.078     0.000     0.516    29394   <Class::ActiveRecord::PredicateBuilder>#references 
  0.00      0.117     0.078     0.000     0.039    28439   ActiveRecord::Core#sync_with_transaction_state 
  0.00      0.078     0.078     0.000     0.000    29394   ActiveRecord::QueryMethods#references_values= 
  0.00      0.076     0.076     0.000     0.000    53942   ActiveRecord::Sanitization::ClassMethods#raise_if_bind_arity_mismatch 
  0.00      0.231     0.072     0.000     0.160    26971   #<Module:0x0000000540fa88>#__temp__374716274737f5f6e6 
  0.00      0.230     0.070     0.000     0.160    26971   #<Module:0x0000000540fa88>#__temp__56e64637f5f6e6 
  0.00      0.115     0.070     0.000     0.046    58788  *ActiveRecord::Reflection::ClassMethods#reflect_on_aggregation 
  0.00      0.722     0.067     0.000     0.654    29395   Enumerable#detect 
  0.00      0.105     0.067     0.000     0.038    26973   ActiveRecord::ConnectionAdapters::SchemaCache#table_exists? 
  0.00     48.779     0.067     0.000    48.713    53942  *Membership::ActiveRecord_Associations_CollectionProxy#active_on 
  0.00      0.066     0.066     0.000     0.000    29394   ActiveRecord::QueryMethods#references_values 
  0.00      0.281     0.065     0.000     0.216    26971   Comparable#<= 
  0.00      0.064     0.064     0.000     0.000    53942   String#count 
  0.00      0.088     0.064     0.000     0.024    29394   ActiveRecord::Core::ClassMethods#=== 
  0.00      0.168     0.063     0.000     0.105    26971   Arel::Visitors::ToSql#table_exists? 
  0.00      0.243     0.061     0.000     0.182    26971   ActiveRecord::Associations::CollectionAssociation#null_scope? 
  0.00     14.261     0.058     0.000    14.203    53942  *Membership::ActiveRecord_AssociationRelation#continues_until 
  0.00     14.206     0.056     0.000    14.150    53942  *Membership::ActiveRecord_AssociationRelation#inclusions 
  0.00      0.055     0.055     0.000     0.000    29402   String#to_sym 
  0.00      0.096     0.055     0.000     0.041    26971   Arel::Visitors::ToSql#column_cache 
  0.00      0.050     0.050     0.000     0.000    29394   Array#| 
  0.00      0.047     0.047     0.000     0.000    29397   Hash#keys 
  0.00      0.044     0.044     0.000     0.000    29394   Hash#values 
  0.00      0.039     0.039     0.000     0.000    28439   ActiveRecord::Core#update_attributes_from_transaction_state 
  0.00      0.035     0.035     0.000     0.000    26971   ActiveRecord::ConnectionAdapters::AbstractMysqlAdapter#quoted_false 
  0.00      0.027     0.027     0.000     0.000    29396   Symbol#to_sym 
  0.00      0.023     0.023     0.000     0.000    29394   Hash#blank? 
  0.00      0.022     0.022     0.000     0.000    26971   ActiveRecord::Associations::Association#stale_state 
  0.00      1.714     0.012     0.000     1.702     1468   ActiveRecord::Associations::CollectionProxy#initialize 
  0.00      5.019     0.012     0.000     5.007     2423   ActiveRecord::Querying#find_by 
  0.00      4.776     0.009     0.000     4.767     2423   ActiveRecord::FinderMethods#find_by 
  0.00      0.043     0.008     0.000     0.036     1468   ActiveRecord::Associations::Association#find_target? 
  0.00      0.013     0.007     0.000     0.006     1468   <Class::ActiveRecord::ConnectionAdapters::Column>#value_to_date 
  0.00      0.007     0.007     0.000     0.000     1469   Mysql2::Client#escape 
  0.00      3.042     0.006     0.000     3.036     1468   <Class::Teachinggroup(id: integer, name: string, era_id: integer, current: boolean, source_id: integer, created_at: datetime, updated_at: datetime)>#find_by_source_id 
  0.00      0.006     0.006     0.000     0.000     2936   ActiveRecord::Reflection::AssociationReflection#active_record_primary_key 
  0.00      0.012     0.005     0.000     0.007     1468   ActiveRecord::Associations::CollectionAssociation#reset 
  0.00      1.985     0.004     0.000     1.981      954   <Class::Pupil(id: integer, name: string, surname: string, forename: string, known_as: string, email: string, candidate_no: string, start_year: integer, source_id: integer, created_at: datetime, updated_at: datetime, current: boolean)>#find_by_source_id 
  0.00      0.010     0.004     0.000     0.007     1469   ActiveRecord::ConnectionAdapters::Mysql2Adapter#quote_string 
  0.00      0.001     0.001     0.000     0.000     1468   Date#to_date 
  0.00      0.004     0.000     0.000     0.004       33  *Module#class_eval 
  0.00      0.007     0.000     0.000     0.007        1   <Module::Kernel>#load 
  0.00      0.000     0.000     0.000     0.000        4   ActiveSupport::Inflector#underscore 
  0.00      0.000     0.000     0.000     0.000      133   String#sub! 
  0.00      0.000     0.000     0.000     0.000       19   Module#define_method 
  0.00      0.000     0.000     0.000     0.000       44  *ActiveSupport::Callbacks::ClassMethods#get_callbacks 
  0.00      0.000     0.000     0.000     0.000        1   Array#reject 
  0.00      0.003     0.000     0.000     0.002       11   ActiveSupport::Callbacks::ClassMethods#set_callback 
  0.00      0.000     0.000     0.000     0.000        1   Kernel#caller 
  0.00      0.000     0.000     0.000     0.000       16   Module#undef_method 
  0.00      0.000     0.000     0.000     0.000       23   Array#extract_options! 
  0.00   6503.513     0.000     0.000  6503.513 45588065  *Array#each 
  0.00      0.004     0.000     0.000     0.004        5   ActiveSupport::Concern#append_features 
  0.00      0.000     0.000     0.000     0.000       67   Module#const_defined? 
  0.00      0.000     0.000     0.000     0.000       11   ActiveSupport::Callbacks::Callback#initialize 
  0.00      0.000     0.000     0.000     0.000       11   <Module::ActiveSupport::DescendantsTracker>#accumulate_descendants 
  0.00      0.000     0.000     0.000     0.000       25   <Class::File>#join 
  0.00      0.000     0.000     0.000     0.000       23   Module#method_defined? 
  0.00      0.000     0.000     0.000     0.000       11   ActiveSupport::Callbacks::ClassMethods#normalize_callback_params 
  0.00      0.000     0.000     0.000     0.000       15   <Class::File>#file? 
  0.00      0.009     0.000     0.000     0.009        3  *ActiveSupport::Dependencies#load_missing_constant 
  0.00      0.001     0.000     0.000     0.001        8  *ActiveRecord::AutosaveAssociation::ClassMethods#add_autosave_association_callbacks 
  0.00      0.000     0.000     0.000     0.000        9   String#sub 
  0.00      0.000     0.000     0.000     0.000       18   String#gsub! 
  0.00      0.000     0.000     0.000     0.000        1   Module#module_eval 
  0.00   6503.513     0.000     0.000  6503.513        1   Global#[No method] 
  0.00      0.001     0.000     0.000     0.001       22  *ActiveSupport::Callbacks::ClassMethods#set_callbacks 
  0.00      0.000     0.000     0.000     0.000       16   Module#remove_possible_method 
  0.00      0.002     0.000     0.000     0.001       11   ActiveSupport::Callbacks::ClassMethods#__update_callbacks 
  0.00      0.000     0.000     0.000     0.000       11   ActiveSupport::Callbacks::CallbackChain#initialize_copy 
  0.00      0.000     0.000     0.000     0.000       15   ActiveSupport::Inflector#inflections 
  0.00      0.000     0.000     0.000     0.000        2   Module#constants 
  0.00      0.000     0.000     0.000     0.000       11   ActiveSupport::Callbacks::Callback#compute_identifier 
  0.00      0.004     0.000     0.000     0.004        3   <Class::ActiveRecord::Associations::Builder::Association>#build 
  0.00      0.000     0.000     0.000     0.000        7   ActiveRecord::ConnectionAdapters::Column#initialize 
  0.00      0.000     0.000     0.000     0.000        7   ActiveSupport::Callbacks::Callback#duplicates? 
  0.00      0.000     0.000     0.000     0.000        3   <Class::File>#expand_path 
  0.00      0.000     0.000     0.000     0.000        5   String#[] 
  0.00      0.000     0.000     0.000     0.000       15   <Class::ActiveSupport::Inflector::Inflections>#instance 
  0.00      0.000     0.000     0.000     0.000       58   String#starts_with? 
  0.00      0.008     0.000     0.000     0.008        1   ActiveSupport::Dependencies#require_or_load 
  0.00      0.001     0.000     0.000     0.000        2   <Class::ActiveRecord::Base>#after_save 
  0.00      0.000     0.000     0.000     0.000       11   <Module::ActiveSupport::DescendantsTracker>#descendants 
  0.00      0.001     0.000     0.000     0.001        3   ActiveRecord::Reflection::AssociationReflection#initialize 
  0.00      0.000     0.000     0.000     0.000       11   ActiveSupport::Callbacks::CallbackChain#remove_duplicates 
  0.00      0.000     0.000     0.000     0.000        3   <Class::ActiveRecord::Associations::Builder::Association>#define_accessors 
  0.00      0.000     0.000     0.000     0.000       17   Kernel#singleton_class 
  0.00      0.000     0.000     0.000     0.000        3   <Class::ActiveRecord::Associations::Builder::SingularAssociation>#define_constructors 
  0.00      0.000     0.000     0.000     0.000       14   Hash#extractable_options? 
  0.00      0.000     0.000     0.000     0.000       23   Module#method_added 
  0.00      0.001     0.000     0.000     0.001        4   ActiveSupport::Inflector#apply_inflections 
  0.00      0.000     0.000     0.000     0.000       10   <Class::File>#directory? 
  0.00      0.000     0.000     0.000     0.000        4   ActiveSupport::Dependencies#qualified_const_defined? 
  0.00      0.001     0.000     0.000     0.001        6  *ActiveRecord::Reflection::MacroReflection#initialize 
  0.00      0.000     0.000     0.000     0.000       43   String#start_with? 
  0.00      0.000     0.000     0.000     0.000        3   ActiveSupport::Dependencies#to_constant_name 
  0.00      0.000     0.000     0.000     0.000        2   ThreadSafe::Cache#fetch 
  0.00      0.000     0.000     0.000     0.000       23   BasicObject#singleton_method_added 
  0.00      0.000     0.000     0.000     0.000        6   ActiveRecord::Core::ClassMethods#generated_association_methods 
  0.00      0.004     0.000     0.000     0.004        7   Module#include 
  0.00      0.000     0.000     0.000     0.000       14  *ActiveRecord::ConnectionAdapters::AbstractMysqlAdapter::Column#simplified_type 
  0.00      0.000     0.000     0.000     0.000        5   ActiveSupport::Concern#included 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::Associations::Builder::Association#initialize 
  0.00      0.000     0.000     0.000     0.000       11   <Class::ActiveSupport::Callbacks::Callback>#build 
  0.00      0.000     0.000     0.000     0.000        2   Hash#slice! 
  0.00      0.000     0.000     0.000     0.000        6   Module#extend_object 
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::DynamicMatchers::Method#define 
  0.00      0.000     0.000     0.000     0.000       11   Array#delete_if 
  0.00      0.000     0.000     0.000     0.000        4   Module#qualified_const_defined? 
  0.00      0.000     0.000     0.000     0.000        3   ActiveSupport::Inflector#camelize 
  0.00      0.012     0.000     0.000     0.012        2   ActiveRecord::DynamicMatchers#method_missing 
  0.00      0.002     0.000     0.000     0.002        3   ActiveRecord::ConnectionAdapters::AbstractMysqlAdapter#execute_and_free 
  0.00      0.001     0.000     0.000     0.001        2   ActiveModel::Validations::ClassMethods#validates 
  0.00      0.000     0.000     0.000     0.000        3   Class#initialize 
  0.00      0.001     0.000     0.000     0.001        2  *ActiveSupport::Dependencies#constantize 
  0.00      0.000     0.000     0.000     0.000        9  *<Module::ActiveRecord::Reflection>#add_reflection 
  0.00      0.000     0.000     0.000     0.000        6   ActiveSupport::Callbacks::CallbackChain#prepend_one 
  0.00      0.000     0.000     0.000     0.000       16   BasicObject#singleton_method_undefined 
  0.00      0.000     0.000     0.000     0.000        7   Module#append_features 
  0.00      0.002     0.000     0.000     0.001        3   <Module::ActiveRecord::AutosaveAssociation::AssociationBuilderExtension>#build 
  0.00      0.001     0.000     0.000     0.001        4   String#pluralize 
  0.00      0.001     0.000     0.000     0.001        3   <Class::ActiveRecord::Associations::Builder::SingularAssociation>#define_accessors 
  0.00      0.000     0.000     0.000     0.000        7   ActiveRecord::ConnectionAdapters::AbstractMysqlAdapter::Column#extract_limit 
  0.00      0.000     0.000     0.000     0.000        6   Kernel#extend 
  0.00      0.000     0.000     0.000     0.000       11   ActiveSupport::Callbacks::CallbackChain#chain 
  0.00      0.000     0.000     0.000     0.000        5   ActiveSupport::Callbacks::CallbackChain#append_one 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::ConnectionAdapters::AbstractMysqlAdapter#quote_table_name 
  0.00      0.000     0.000     0.000     0.000        3   Regexp#match 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ModelSchema::ClassMethods#table_name= 
  0.00      0.000     0.000     0.000     0.000        8   ActiveSupport::Dependencies#log_activity? 
  0.00      0.000     0.000     0.000     0.000        7   Hash#merge 
  0.00      0.000     0.000     0.000     0.000       14  *ActiveRecord::AttributeMethods::TimeZoneConversion::ClassMethods#create_time_zone_conversion_attribute? 
  0.00      0.000     0.000     0.000     0.000       15   Mutex#initialize 
  0.00      0.000     0.000     0.000     0.000        3   <Class::ActiveRecord::Associations::Builder::Association>#define_readers 
  0.00      0.000     0.000     0.000     0.000        3   <Class::ActiveRecord::Associations::Builder::Association>#define_writers 
  0.00      0.000     0.000     0.000     0.000       16   Module#singleton_class? 
  0.00      0.000     0.000     0.000     0.000        4   Hash#slice 
  0.00      0.000     0.000     0.000     0.000        4   Module#const_set 
  0.00      0.000     0.000     0.000     0.000        5   ActiveSupport::Dependencies#log_call 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::Associations::Builder::Association#valid_options 
  0.00      0.001     0.000     0.000     0.001        3   <Module::ActiveRecord::Reflection>#create 
  0.00      0.008     0.000     0.000     0.008        1   ActiveSupport::Dependencies#new_constants_in 
  0.00      0.009     0.000     0.000     0.009        2   ActiveSupport::Dependencies::ModuleConstMissing#const_missing 
  0.00      0.000     0.000     0.000     0.000        2   ActiveModel::EachValidator#initialize 
  0.00      0.002     0.000     0.000     0.002        1   ActiveRecord::Reflection::AssociationReflection#automatic_inverse_of 
  0.00      0.001     0.000     0.000     0.001        2   ActiveModel::Validations::ClassMethods#validate 
  0.00      0.008     0.000     0.000     0.008        1   ActiveSupport::Dependencies#load_file 
  0.00      0.001     0.000     0.000     0.001        4  *<Class::ActiveRecord::Associations::Builder::Association>#add_before_destroy_callbacks 
  0.00      0.000     0.000     0.000     0.000        7   ActiveRecord::ConnectionAdapters::AbstractMysqlAdapter::Column#extract_default 
  0.00      0.000     0.000     0.000     0.000        3   String#camelize 
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::ConnectionAdapters::ConnectionHandler#pool_for 
  0.00      0.000     0.000     0.000     0.000        4   String#tr! 
  0.00      0.002     0.000     0.000     0.002        3   <Class::ActiveRecord::Associations::Builder::Association>#define_callbacks 
  0.00      0.000     0.000     0.000     0.000        4   Regexp#to_s 
  0.00      0.000     0.000     0.000     0.000        7   ActiveRecord::ConnectionAdapters::AbstractMysqlAdapter::Column#initialize 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::Reflection::AssociationReflection#validate? 
  0.00      0.000     0.000     0.000     0.000        4  *ActiveRecord::DynamicMatchers::Method#initialize 
  0.00      0.000     0.000     0.000     0.000        3   Fixnum#to_s 
  0.00      0.000     0.000     0.000     0.000        1   <Class::Date>#today 
  0.00      0.000     0.000     0.000     0.000        2  *ActiveRecord::ModelSchema::ClassMethods#compute_table_name 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::AttributeMethods::ClassMethods#dangerous_attribute_method? 
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::Associations::Builder::BelongsTo>#add_counter_cache_methods 
  0.00      0.000     0.000     0.000     0.000        2   Symbol#=~ 
  0.00      0.001     0.000     0.000     0.001        3   ActiveRecord::Associations::Builder::Association#build 
